session_id,user_id,entry_page,exit_page,session_duration,device,session_date,traffic_source,category_viewed,is_logged_in,add_to_cart,checkout_start,purchase_completed,linked_order_id,bounce_flag
S00568,U0279,검색,검색,77,mobile,2025-07-16,referral,식품,Y,N,N,N,,N
S00569,U0194,검색,검색,194,desktop,2025-07-29,crm_push,전자기기,Y,N,N,N,,N
S00570,U0134,상품상세,결제,369,desktop,2025-07-16,referral,뷰티,Y,N,Y,N,,N
S00571,U0252,검색,홈,63,mobile,2025-07-04,direct,패션,N,N,N,N,,N
S00572,U0421,카테고리,홈,149,mobile,2025-07-29,organic_search,패션,Y,N,N,N,,N
S00573,U0064,검색,홈,40,mobile,2025-07-18,social,홈리빙,Y,N,N,N,,N
S00574,U0488,홈,홈,248,mobile,2025-07-21,social,전자기기,N,N,N,N,,N
S00575,U0427,검색,검색,111,mobile,2025-07-15,social,패션,N,N,N,N,,N
S00576,U0221,홈,홈,10,mobile,2025-07-17,crm_push,패션,Y,N,N,N,,Y
S00577,U0199,상품상세,장바구니,232,mobile,2025-07-01,organic_search,식품,Y,Y,N,N,,N
S00578,U0105,홈,장바구니,90,mobile,2025-07-12,organic_search,뷰티,Y,N,N,N,,N
S00579,U0462,상품상세,장바구니,355,mobile,2025-07-27,organic_search,패션,Y,Y,Y,N,,N
S00580,U0275,상품상세,장바구니,353,desktop,2025-07-03,crm_push,패션,Y,Y,Y,N,,N
S00581,U0307,홈,검색,152,desktop,2025-07-13,social,패션,Y,N,N,N,,N
S00582,U0061,검색,검색,24,mobile,2025-07-14,referral,홈리빙,Y,N,N,N,,Y
S00583,U0003,홈,완료,359,desktop,2025-07-04,organic_search,전자기기,Y,Y,Y,Y,O00145,N
S00584,U0380,검색,검색,90,desktop,2025-07-10,crm_push,식품,Y,N,N,N,,N
S00585,U0498,상품상세,검색,234,mobile,2025-07-31,organic_search,패션,N,N,N,N,,N
S00586,U0165,상품상세,장바구니,292,mobile,2025-07-13,social,식품,Y,Y,N,N,,N
S00587,U0062,검색,홈,199,tablet,2025-07-05,crm_push,전자기기,N,N,N,N,,N
S00588,U0421,상품상세,검색,48,mobile,2025-07-14,paid_search,뷰티,Y,N,N,N,,N
S00589,U0448,상품상세,홈,208,mobile,2025-07-10,organic_search,뷰티,Y,N,N,N,,N
S00590,U0080,카테고리,홈,112,mobile,2025-07-26,organic_search,패션,Y,N,N,N,,N
S00591,U0026,홈,장바구니,167,desktop,2025-07-21,direct,패션,Y,Y,Y,N,,N
S00592,U0284,홈,홈,10,mobile,2025-07-07,direct,패션,N,N,N,N,,Y
S00593,U0487,홈,검색,76,mobile,2025-07-10,organic_search,식품,N,N,N,N,,N
S00594,U0123,검색,결제,140,mobile,2025-07-08,organic_search,홈리빙,Y,N,Y,N,,N
S00595,U0467,상품상세,홈,276,mobile,2025-07-19,direct,패션,Y,N,N,N,,N
S00596,U0254,홈,완료,401,desktop,2025-07-08,organic_search,식품,Y,Y,Y,Y,O00169,N
S00597,U0320,검색,완료,263,desktop,2025-07-08,organic_search,식품,Y,N,Y,Y,O00178,N
S00598,U0101,홈,장바구니,10,mobile,2025-07-01,organic_search,패션,Y,N,N,N,,Y
S00599,U0270,홈,검색,102,mobile,2025-07-18,referral,패션,Y,N,N,N,,N
S00600,U0002,상품상세,장바구니,249,desktop,2025-07-24,paid_search,식품,Y,Y,N,N,,N
S00601,U0196,홈,홈,29,mobile,2025-07-30,organic_search,뷰티,N,N,N,N,,Y
S00602,U0083,상품상세,완료,336,mobile,2025-07-24,organic_search,홈리빙,Y,Y,Y,Y,O00197,N
S00603,U0070,카테고리,검색,166,desktop,2025-07-11,social,패션,Y,N,N,N,,N
S00604,U0492,상품상세,검색,237,desktop,2025-07-02,organic_search,패션,N,N,N,N,,N
S00605,U0057,검색,장바구니,56,desktop,2025-07-04,organic_search,뷰티,N,Y,N,N,,N
S00606,U0077,상품상세,완료,416,mobile,2025-07-10,social,뷰티,N,Y,Y,Y,O00252,N
S00607,U0141,상품상세,홈,258,mobile,2025-07-08,organic_search,뷰티,Y,N,N,N,,N
S00608,U0224,상품상세,홈,60,desktop,2025-07-16,crm_push,패션,N,N,N,N,,N
S00609,U0170,상품상세,홈,46,mobile,2025-07-31,crm_push,홈리빙,Y,N,N,N,,N
S00610,U0394,상품상세,장바구니,296,mobile,2025-07-08,social,패션,Y,Y,N,N,,N
S00611,U0284,홈,홈,70,mobile,2025-07-19,social,홈리빙,Y,N,N,N,,N
S00612,U0347,상품상세,홈,242,mobile,2025-07-30,crm_push,뷰티,Y,N,N,N,,N
S00613,U0498,검색,장바구니,181,mobile,2025-07-07,paid_search,패션,N,Y,N,N,,N
S00614,U0269,홈,검색,10,mobile,2025-07-01,crm_push,패션,Y,N,N,N,,Y
S00615,U0051,검색,검색,58,mobile,2025-07-08,social,패션,Y,N,N,N,,N
S00616,U0246,카테고리,검색,178,mobile,2025-07-16,social,전자기기,Y,N,N,N,,N
S00617,U0030,상품상세,검색,367,desktop,2025-07-13,crm_push,패션,N,N,N,N,,N
S00618,U0282,카테고리,장바구니,252,mobile,2025-07-15,crm_push,패션,Y,Y,N,N,,N
S00619,U0153,홈,장바구니,180,tablet,2025-07-27,social,식품,Y,Y,N,N,,N
S00620,U0054,카테고리,완료,247,mobile,2025-07-19,crm_push,패션,Y,N,Y,Y,O00052,N
S00621,U0424,상품상세,홈,16,mobile,2025-07-01,organic_search,패션,Y,N,N,N,,Y
S00622,U0447,홈,검색,203,tablet,2025-07-01,social,전자기기,Y,N,N,N,,N
S00623,U0388,검색,장바구니,173,desktop,2025-07-14,direct,전자기기,N,N,N,N,,N
S00624,U0323,상품상세,장바구니,437,mobile,2025-07-09,social,전자기기,Y,Y,N,N,,N
S00625,U0031,검색,홈,230,desktop,2025-07-23,social,전자기기,Y,N,N,N,,N
S00626,U0323,홈,검색,50,mobile,2025-07-28,crm_push,전자기기,Y,N,N,N,,N
S00627,U0060,상품상세,완료,486,tablet,2025-07-17,organic_search,홈리빙,N,Y,Y,Y,O00103,N
S00628,U0471,홈,홈,26,mobile,2025-07-22,organic_search,전자기기,Y,N,N,N,,Y
S00629,U0420,카테고리,홈,97,mobile,2025-07-05,paid_search,전자기기,N,N,N,N,,N
S00630,U0049,상품상세,장바구니,221,tablet,2025-07-18,crm_push,패션,N,N,N,N,,N
S00631,U0044,홈,검색,103,desktop,2025-07-14,social,홈리빙,Y,N,N,N,,N
S00632,U0251,홈,검색,10,mobile,2025-07-16,social,뷰티,Y,N,N,N,,Y
S00633,U0488,검색,장바구니,200,mobile,2025-07-23,direct,홈리빙,Y,Y,N,N,,N
S00634,U0464,홈,홈,86,mobile,2025-07-12,social,패션,Y,N,N,N,,N
S00635,U0500,상품상세,장바구니,280,mobile,2025-07-23,direct,홈리빙,Y,Y,N,N,,N
S00636,U0267,검색,검색,89,mobile,2025-07-02,crm_push,패션,Y,N,N,N,,N
S00637,U0053,홈,검색,193,desktop,2025-07-06,social,홈리빙,Y,N,N,N,,N
S00638,U0360,검색,홈,25,mobile,2025-07-01,organic_search,식품,Y,N,N,N,,Y
S00639,U0040,홈,홈,98,desktop,2025-07-23,direct,전자기기,Y,N,N,N,,N
S00640,U0389,홈,홈,83,mobile,2025-07-26,crm_push,홈리빙,N,N,N,N,,N
S00641,U0238,홈,검색,114,tablet,2025-07-05,paid_search,전자기기,Y,N,N,N,,N
S00642,U0273,검색,검색,144,mobile,2025-07-02,social,홈리빙,Y,N,N,N,,N
S00643,U0045,검색,홈,49,mobile,2025-07-31,direct,패션,N,N,N,N,,N
S00644,U0097,카테고리,완료,126,tablet,2025-07-30,organic_search,홈리빙,Y,N,N,Y,O00114,N
S00645,U0059,카테고리,장바구니,197,desktop,2025-07-29,social,전자기기,Y,N,N,N,,N
S00646,U0305,홈,검색,92,desktop,2025-07-04,paid_search,뷰티,N,N,N,N,,N
S00647,U0126,검색,검색,41,mobile,2025-07-08,social,식품,Y,N,N,N,,N
S00648,U0108,카테고리,장바구니,92,mobile,2025-07-19,social,식품,N,Y,N,N,,N
S00649,U0329,상품상세,검색,120,mobile,2025-07-11,referral,홈리빙,N,N,N,N,,N
S00650,U0272,상품상세,검색,272,desktop,2025-07-24,social,패션,Y,N,N,N,,N
S00651,U0203,홈,홈,55,mobile,2025-07-14,paid_search,홈리빙,Y,N,N,N,,N
S00652,U0113,카테고리,검색,76,mobile,2025-07-03,organic_search,패션,Y,N,N,N,,N
S00653,U0453,검색,장바구니,281,desktop,2025-07-13,referral,뷰티,Y,Y,N,N,,N
S00654,U0143,카테고리,완료,466,mobile,2025-07-24,paid_search,패션,Y,Y,Y,Y,O00117,N
S00655,U0121,검색,홈,143,tablet,2025-07-20,direct,패션,Y,N,N,N,,N
S00656,U0263,홈,홈,207,mobile,2025-07-06,crm_push,홈리빙,Y,N,N,N,,N
S00657,U0177,카테고리,홈,268,mobile,2025-07-11,organic_search,식품,Y,N,N,N,,N
S00658,U0464,검색,검색,57,mobile,2025-07-23,organic_search,전자기기,Y,N,N,N,,N
S00659,U0044,검색,완료,133,desktop,2025-07-06,crm_push,홈리빙,N,N,Y,Y,O00150,N
S00660,U0173,홈,완료,170,mobile,2025-07-08,paid_search,식품,N,N,N,Y,O00154,N
S00661,U0412,홈,장바구니,151,tablet,2025-07-02,paid_search,전자기기,Y,Y,N,N,,N
S00662,U0331,검색,검색,149,mobile,2025-07-01,referral,패션,Y,N,N,N,,N
S00663,U0010,검색,검색,220,mobile,2025-07-12,paid_search,전자기기,N,N,N,N,,N
S00664,U0146,상품상세,장바구니,329,mobile,2025-07-07,crm_push,패션,Y,Y,N,N,,N
S00665,U0113,검색,완료,366,desktop,2025-07-15,crm_push,전자기기,Y,Y,Y,Y,O00261,N
S00666,U0367,카테고리,홈,37,desktop,2025-07-16,paid_search,식품,Y,N,N,N,,N
S00667,U0204,홈,검색,105,desktop,2025-07-23,organic_search,뷰티,Y,N,N,N,,N
S00668,U0234,상품상세,결제,390,mobile,2025-07-21,direct,뷰티,Y,Y,Y,N,,N
S00669,U0468,상품상세,완료,348,mobile,2025-07-19,social,전자기기,Y,Y,Y,Y,O00266,N
S00670,U0435,상품상세,완료,442,mobile,2025-07-03,direct,식품,Y,Y,Y,Y,O00277,N
S00671,U0073,홈,검색,10,mobile,2025-07-05,organic_search,식품,N,N,N,N,,Y
S00672,U0349,홈,홈,28,mobile,2025-07-16,social,뷰티,N,N,N,N,,Y
S00673,U0264,검색,장바구니,239,mobile,2025-07-05,social,식품,Y,N,N,N,,N
S00674,U0049,카테고리,완료,289,mobile,2025-07-14,direct,뷰티,Y,Y,Y,Y,O00366,N
S00675,U0397,카테고리,결제,333,mobile,2025-07-31,organic_search,전자기기,N,Y,Y,N,,N
S00676,U0332,상품상세,완료,385,mobile,2025-07-14,referral,홈리빙,Y,Y,Y,Y,O00412,N
S00677,U0135,검색,검색,186,mobile,2025-07-13,organic_search,패션,Y,N,N,N,,N
S00678,U0159,상품상세,완료,421,mobile,2025-07-16,organic_search,뷰티,Y,Y,Y,Y,O00415,N
S00679,U0476,상품상세,홈,277,desktop,2025-07-26,social,패션,Y,N,N,N,,N
S00680,U0455,상품상세,검색,267,desktop,2025-07-24,paid_search,뷰티,Y,N,N,N,,N
S00681,U0138,검색,장바구니,299,mobile,2025-07-08,social,홈리빙,Y,Y,Y,N,,N
S00682,U0261,검색,홈,144,tablet,2025-07-24,direct,홈리빙,N,N,N,N,,N
S00683,U0344,홈,홈,48,desktop,2025-07-05,organic_search,홈리빙,N,N,N,N,,N
S00684,U0392,홈,검색,92,mobile,2025-07-29,organic_search,전자기기,N,N,N,N,,N
S00685,U0334,카테고리,장바구니,176,mobile,2025-07-22,organic_search,식품,Y,N,N,N,,N
S00686,U0010,카테고리,홈,277,mobile,2025-07-28,social,패션,Y,N,N,N,,N
S00687,U0334,홈,장바구니,75,mobile,2025-07-27,social,홈리빙,Y,Y,N,N,,N
S00688,U0434,상품상세,검색,239,mobile,2025-07-29,direct,전자기기,N,N,N,N,,N
S00689,U0039,홈,검색,229,mobile,2025-07-24,paid_search,홈리빙,Y,N,N,N,,N
S00690,U0314,홈,검색,116,mobile,2025-07-11,organic_search,패션,Y,N,N,N,,N
S00691,U0103,검색,홈,159,desktop,2025-07-21,referral,패션,Y,N,N,N,,N
S00692,U0465,홈,홈,71,mobile,2025-07-30,paid_search,전자기기,Y,N,N,N,,N
S00693,U0075,카테고리,검색,194,desktop,2025-07-12,organic_search,홈리빙,Y,N,N,N,,N
S00694,U0187,검색,검색,133,mobile,2025-07-17,organic_search,뷰티,Y,N,N,N,,N
S00695,U0099,검색,장바구니,166,mobile,2025-07-21,organic_search,패션,Y,Y,N,N,,N
S00696,U0288,검색,검색,153,mobile,2025-07-25,organic_search,패션,N,N,N,N,,N
S00697,U0079,검색,홈,77,desktop,2025-07-30,organic_search,뷰티,Y,N,N,N,,N
S00698,U0270,홈,장바구니,267,mobile,2025-07-06,direct,식품,N,Y,N,N,,N
S00699,U0229,검색,검색,104,mobile,2025-07-05,social,식품,N,N,N,N,,N
S00700,U0177,홈,검색,24,mobile,2025-07-19,paid_search,식품,N,N,N,N,,Y
S00701,U0063,검색,홈,10,mobile,2025-07-25,direct,뷰티,Y,N,N,N,,Y
S00702,U0441,홈,검색,96,mobile,2025-07-02,organic_search,식품,Y,N,N,N,,N
S00703,U0458,홈,완료,351,desktop,2025-07-02,organic_search,패션,Y,Y,Y,Y,O00064,N
S00704,U0324,검색,장바구니,243,desktop,2025-07-22,social,식품,Y,N,N,N,,N
S00705,U0309,검색,홈,33,mobile,2025-07-17,social,패션,N,N,N,N,,Y
S00706,U0097,상품상세,검색,127,mobile,2025-07-22,paid_search,전자기기,Y,N,N,N,,N
S00707,U0097,홈,완료,413,mobile,2025-07-15,direct,뷰티,Y,Y,Y,Y,O00138,N
S00708,U0344,홈,검색,79,desktop,2025-07-11,organic_search,전자기기,Y,N,N,N,,N
S00709,U0349,검색,장바구니,152,mobile,2025-07-07,direct,전자기기,Y,Y,N,N,,N
S00710,U0424,카테고리,홈,219,mobile,2025-07-29,crm_push,패션,Y,N,N,N,,N
S00711,U0093,검색,장바구니,183,mobile,2025-07-10,social,식품,Y,N,N,N,,N
S00712,U0115,카테고리,홈,138,mobile,2025-07-05,organic_search,홈리빙,N,N,N,N,,N
S00713,U0070,홈,장바구니,175,desktop,2025-07-02,direct,뷰티,Y,Y,N,N,,N
S00714,U0366,홈,홈,109,desktop,2025-07-19,paid_search,전자기기,Y,N,N,N,,N
S00715,U0382,상품상세,검색,162,mobile,2025-07-11,social,전자기기,N,N,N,N,,N
S00716,U0424,상품상세,장바구니,78,mobile,2025-07-02,direct,패션,Y,Y,N,N,,N
S00717,U0259,홈,검색,107,mobile,2025-07-21,social,뷰티,N,N,N,N,,N
S00718,U0111,홈,홈,56,mobile,2025-07-30,crm_push,뷰티,Y,N,N,N,,N
S00719,U0107,검색,장바구니,212,mobile,2025-07-05,paid_search,패션,Y,Y,N,N,,N
S00720,U0209,카테고리,검색,141,desktop,2025-07-28,crm_push,뷰티,Y,N,N,N,,N
S00721,U0165,상품상세,장바구니,294,mobile,2025-07-28,crm_push,전자기기,Y,Y,N,N,,N
S00722,U0244,검색,장바구니,153,mobile,2025-07-10,social,홈리빙,Y,Y,N,N,,N
S00723,U0205,카테고리,장바구니,180,desktop,2025-07-28,direct,패션,Y,Y,N,N,,N
S00724,U0243,카테고리,검색,152,mobile,2025-07-29,referral,뷰티,Y,N,N,N,,N
S00725,U0171,상품상세,장바구니,324,mobile,2025-07-14,crm_push,식품,Y,Y,N,N,,N
S00726,U0416,검색,홈,201,desktop,2025-07-06,direct,패션,Y,N,N,N,,N
S00727,U0315,상품상세,장바구니,254,mobile,2025-07-11,crm_push,전자기기,Y,Y,N,N,,N
S00728,U0234,검색,검색,101,mobile,2025-07-12,crm_push,식품,N,N,N,N,,N
S00729,U0262,카테고리,장바구니,83,mobile,2025-07-19,crm_push,홈리빙,Y,N,N,N,,N
S00730,U0035,카테고리,검색,197,mobile,2025-07-27,paid_search,패션,N,N,N,N,,N
S00731,U0259,카테고리,검색,216,mobile,2025-07-18,paid_search,전자기기,N,N,N,N,,N
S00732,U0241,카테고리,홈,299,mobile,2025-07-29,referral,뷰티,Y,N,N,N,,N
S00733,U0311,검색,홈,74,mobile,2025-07-06,direct,전자기기,Y,N,N,N,,N
S00734,U0427,홈,장바구니,14,mobile,2025-07-21,organic_search,뷰티,Y,N,N,N,,Y
S00735,U0474,카테고리,장바구니,271,desktop,2025-07-24,referral,패션,Y,Y,N,N,,N
S00736,U0498,카테고리,장바구니,313,mobile,2025-07-12,direct,식품,N,N,N,N,,N
S00737,U0335,상품상세,장바구니,247,mobile,2025-07-24,social,뷰티,Y,Y,N,N,,N
S00738,U0183,검색,검색,153,mobile,2025-07-09,social,식품,Y,N,N,N,,N
S00739,U0393,카테고리,검색,169,mobile,2025-07-13,referral,홈리빙,N,N,N,N,,N
S00740,U0254,홈,검색,47,desktop,2025-07-10,referral,뷰티,Y,N,N,N,,N
S00741,U0386,상품상세,장바구니,109,mobile,2025-07-11,referral,패션,N,N,N,N,,N
S00742,U0015,상품상세,장바구니,349,desktop,2025-07-18,paid_search,식품,Y,Y,N,N,,N
S00743,U0230,검색,검색,10,mobile,2025-07-16,paid_search,홈리빙,N,N,N,N,,Y
S00744,U0424,홈,장바구니,115,mobile,2025-07-03,direct,패션,Y,N,N,N,,N
S00745,U0160,홈,장바구니,190,mobile,2025-07-10,organic_search,식품,Y,Y,N,N,,N
S00746,U0109,카테고리,검색,227,mobile,2025-07-20,social,식품,N,N,N,N,,N
S00747,U0378,상품상세,장바구니,263,mobile,2025-07-13,direct,전자기기,Y,Y,N,N,,N
S00748,U0444,검색,검색,254,mobile,2025-07-16,referral,홈리빙,Y,N,N,N,,N
S00749,U0096,홈,검색,10,mobile,2025-07-11,crm_push,패션,Y,N,N,N,,Y
S00750,U0234,상품상세,홈,129,mobile,2025-07-16,paid_search,식품,Y,N,N,N,,N
S00751,U0424,홈,홈,10,mobile,2025-07-24,social,패션,N,N,N,N,,Y
S00752,U0435,검색,검색,142,mobile,2025-07-26,crm_push,전자기기,Y,N,N,N,,N
S00753,U0189,상품상세,장바구니,297,mobile,2025-07-20,organic_search,뷰티,Y,Y,N,N,,N
S00754,U0479,검색,검색,65,mobile,2025-07-30,organic_search,패션,N,N,N,N,,N
S00755,U0461,홈,검색,10,mobile,2025-07-31,direct,홈리빙,Y,N,N,N,,Y
S00756,U0246,홈,홈,47,mobile,2025-07-22,organic_search,전자기기,Y,N,N,N,,N
S00757,U0087,홈,홈,53,mobile,2025-07-01,social,식품,N,N,N,N,,N
S00758,U0308,홈,홈,10,mobile,2025-07-26,direct,패션,Y,N,N,N,,Y
S00759,U0018,홈,장바구니,66,mobile,2025-07-04,crm_push,뷰티,N,Y,N,N,,N
S00760,U0472,검색,결제,343,mobile,2025-07-27,direct,패션,Y,Y,Y,N,,N
S00761,U0346,홈,홈,39,mobile,2025-08-11,social,패션,Y,N,N,N,,N
S00762,U0342,검색,홈,128,desktop,2025-08-10,direct,패션,Y,N,N,N,,N
S00763,U0299,상품상세,완료,467,desktop,2025-08-25,paid_search,패션,Y,Y,Y,Y,O00580,N
S00764,U0373,검색,검색,139,desktop,2025-08-06,social,전자기기,Y,N,N,N,,N
S00765,U0253,검색,홈,50,desktop,2025-08-22,paid_search,식품,Y,N,N,N,,N
S00766,U0313,상품상세,검색,253,mobile,2025-08-22,paid_search,패션,Y,N,N,N,,N
S00767,U0088,상품상세,완료,453,mobile,2025-08-18,organic_search,전자기기,Y,Y,Y,Y,O00715,N
S00768,U0086,상품상세,장바구니,310,mobile,2025-08-04,direct,식품,N,Y,N,N,,N
S00769,U0319,상품상세,홈,221,tablet,2025-08-01,paid_search,뷰티,Y,N,N,N,,N
S00770,U0256,검색,홈,183,mobile,2025-08-02,organic_search,전자기기,N,N,N,N,,N
S00771,U0460,검색,검색,96,mobile,2025-08-15,paid_search,패션,Y,N,N,N,,N
S00772,U0183,검색,홈,179,desktop,2025-08-16,organic_search,패션,Y,N,N,N,,N
S00773,U0197,상품상세,검색,282,mobile,2025-08-17,social,패션,Y,N,N,N,,N
S00774,U0376,검색,검색,193,mobile,2025-08-31,organic_search,식품,Y,N,N,N,,N
S00775,U0179,홈,홈,158,tablet,2025-08-30,social,홈리빙,Y,N,N,N,,N
S00776,U0482,카테고리,검색,227,mobile,2025-08-01,paid_search,식품,Y,N,N,N,,N
S00777,U0342,검색,장바구니,215,desktop,2025-08-20,direct,식품,Y,Y,N,N,,N
S00778,U0267,카테고리,장바구니,193,mobile,2025-08-13,social,뷰티,Y,N,N,N,,N
S00779,U0453,검색,장바구니,125,mobile,2025-08-13,direct,패션,N,Y,N,N,,N
S00780,U0347,홈,검색,10,mobile,2025-08-22,crm_push,식품,Y,N,N,N,,Y
S00781,U0243,홈,검색,39,mobile,2025-08-15,paid_search,전자기기,Y,N,N,N,,N
S00782,U0258,홈,장바구니,166,desktop,2025-08-31,organic_search,전자기기,Y,Y,N,N,,N
S00783,U0029,검색,홈,94,mobile,2025-08-20,referral,식품,Y,N,N,N,,N
S00784,U0155,검색,검색,209,mobile,2025-08-04,organic_search,뷰티,Y,N,N,N,,N
S00785,U0269,카테고리,장바구니,125,mobile,2025-08-08,crm_push,패션,Y,N,N,N,,N
S00786,U0205,검색,홈,46,mobile,2025-08-14,crm_push,식품,Y,N,N,N,,N
S00787,U0305,카테고리,검색,57,mobile,2025-08-02,social,전자기기,Y,N,N,N,,N
S00788,U0492,홈,결제,142,desktop,2025-08-26,direct,뷰티,Y,Y,Y,N,,N
S00789,U0088,상품상세,장바구니,220,mobile,2025-08-09,direct,패션,Y,Y,N,N,,N
S00790,U0379,상품상세,홈,163,tablet,2025-08-25,direct,패션,Y,N,N,N,,N
S00791,U0112,상품상세,검색,199,desktop,2025-08-20,paid_search,뷰티,Y,N,N,N,,N
S00792,U0074,카테고리,홈,256,mobile,2025-08-18,paid_search,패션,N,N,N,N,,N
S00793,U0036,카테고리,검색,279,tablet,2025-08-13,paid_search,뷰티,N,N,N,N,,N
S00794,U0063,홈,결제,254,desktop,2025-08-08,social,패션,Y,Y,Y,N,,N
S00795,U0194,홈,장바구니,154,mobile,2025-08-23,direct,뷰티,Y,N,N,N,,N
S00796,U0179,홈,홈,91,mobile,2025-08-04,paid_search,식품,Y,N,N,N,,N
S00797,U0319,카테고리,장바구니,10,mobile,2025-08-15,crm_push,패션,Y,N,N,N,,Y
S00798,U0348,상품상세,홈,225,mobile,2025-08-06,direct,홈리빙,N,N,N,N,,N
S00799,U0477,상품상세,장바구니,323,mobile,2025-08-08,crm_push,식품,Y,Y,N,N,,N
S00800,U0151,카테고리,검색,121,mobile,2025-08-28,organic_search,식품,Y,N,N,N,,N
S00801,U0337,홈,결제,56,mobile,2025-08-03,paid_search,식품,Y,N,Y,N,,N
S00802,U0370,홈,장바구니,299,desktop,2025-08-10,paid_search,홈리빙,Y,Y,N,N,,N
S00803,U0097,상품상세,장바구니,397,mobile,2025-08-22,crm_push,뷰티,Y,Y,N,N,,N
S00804,U0030,카테고리,장바구니,54,mobile,2025-08-11,referral,식품,Y,Y,N,N,,N
S00805,U0092,카테고리,검색,212,mobile,2025-08-06,organic_search,홈리빙,N,N,N,N,,N
S00806,U0285,검색,검색,86,mobile,2025-08-20,organic_search,패션,Y,N,N,N,,N
S00807,U0420,홈,완료,380,desktop,2025-08-09,paid_search,패션,Y,Y,Y,Y,O00540,N
S00808,U0101,검색,장바구니,218,mobile,2025-08-17,social,홈리빙,Y,N,N,N,,N
S00809,U0453,홈,검색,17,desktop,2025-08-05,social,식품,Y,N,N,N,,Y
S00810,U0170,홈,검색,155,tablet,2025-08-29,direct,전자기기,N,N,N,N,,N
S00811,U0407,카테고리,검색,196,mobile,2025-08-11,crm_push,홈리빙,Y,N,N,N,,N
S00812,U0302,홈,검색,12,mobile,2025-08-19,paid_search,전자기기,Y,N,N,N,,Y
S00813,U0070,검색,홈,212,desktop,2025-08-19,crm_push,홈리빙,Y,N,N,N,,N
S00814,U0289,검색,검색,97,mobile,2025-08-19,organic_search,식품,Y,N,N,N,,N
S00815,U0425,카테고리,검색,384,mobile,2025-08-11,organic_search,홈리빙,Y,Y,Y,N,,N
S00816,U0416,상품상세,검색,188,desktop,2025-08-13,organic_search,패션,Y,N,N,N,,N
S00817,U0143,상품상세,장바구니,262,desktop,2025-08-17,organic_search,패션,Y,Y,N,N,,N
S00818,U0443,상품상세,장바구니,137,mobile,2025-08-16,organic_search,패션,Y,N,N,N,,N
S00819,U0024,홈,장바구니,210,desktop,2025-08-15,organic_search,뷰티,Y,Y,N,N,,N
S00820,U0483,카테고리,검색,199,mobile,2025-08-25,direct,패션,Y,N,N,N,,N
S00821,U0417,상품상세,장바구니,288,mobile,2025-08-18,referral,식품,N,Y,N,N,,N
S00822,U0338,검색,장바구니,133,mobile,2025-08-05,paid_search,식품,Y,Y,N,N,,N
S00823,U0289,홈,장바구니,319,mobile,2025-08-23,direct,뷰티,Y,Y,Y,N,,N
S00824,U0173,검색,홈,227,mobile,2025-08-09,crm_push,패션,Y,N,N,N,,N
S00825,U0139,홈,검색,71,desktop,2025-08-08,social,뷰티,Y,N,N,N,,N
S00826,U0342,상품상세,홈,184,desktop,2025-08-28,direct,전자기기,Y,N,N,N,,N
S00827,U0233,상품상세,홈,79,mobile,2025-08-30,crm_push,패션,N,N,N,N,,N
S00828,U0245,상품상세,장바구니,94,mobile,2025-08-27,crm_push,홈리빙,Y,N,N,N,,N
S00829,U0164,상품상세,완료,381,desktop,2025-08-13,social,식품,Y,Y,N,Y,O00564,N
S00830,U0280,홈,검색,38,desktop,2025-08-12,organic_search,홈리빙,Y,N,N,N,,N
S00831,U0044,검색,장바구니,440,desktop,2025-08-24,organic_search,식품,Y,Y,Y,N,,N
S00832,U0206,상품상세,장바구니,259,desktop,2025-08-11,organic_search,식품,Y,N,N,N,,N
S00833,U0214,카테고리,장바구니,429,desktop,2025-08-01,crm_push,홈리빙,N,Y,Y,N,,N
S00834,U0020,카테고리,검색,262,mobile,2025-08-22,social,전자기기,Y,Y,Y,N,,N
S00835,U0213,상품상세,홈,312,mobile,2025-08-17,social,뷰티,Y,N,N,N,,N
S00836,U0484,검색,검색,202,mobile,2025-08-14,paid_search,패션,Y,N,N,N,,N
S00837,U0337,검색,검색,111,mobile,2025-08-12,social,패션,Y,N,N,N,,N
S00838,U0182,검색,홈,102,mobile,2025-08-08,paid_search,뷰티,Y,N,N,N,,N
S00839,U0092,카테고리,홈,167,mobile,2025-08-02,direct,패션,Y,N,N,N,,N
S00840,U0107,검색,검색,101,mobile,2025-08-09,organic_search,뷰티,Y,N,N,N,,N
S00841,U0372,홈,결제,383,mobile,2025-08-28,paid_search,패션,Y,Y,Y,N,,N
S00842,U0461,검색,검색,130,mobile,2025-08-28,referral,식품,Y,N,N,N,,N
S00843,U0152,홈,홈,23,mobile,2025-08-09,organic_search,홈리빙,N,N,N,N,,Y
S00844,U0488,홈,검색,118,mobile,2025-08-16,organic_search,뷰티,Y,N,N,N,,N
S00845,U0161,홈,홈,284,desktop,2025-08-11,social,패션,Y,N,N,N,,N
S00846,U0261,검색,장바구니,307,desktop,2025-08-10,paid_search,뷰티,Y,Y,Y,N,,N
S00847,U0482,카테고리,홈,104,mobile,2025-08-23,direct,식품,Y,N,N,N,,N
S00848,U0412,홈,검색,125,tablet,2025-08-02,direct,홈리빙,N,N,N,N,,N
S00849,U0369,홈,검색,110,mobile,2025-08-11,paid_search,뷰티,N,N,N,N,,N
S00850,U0174,홈,홈,92,mobile,2025-08-18,organic_search,패션,Y,N,N,N,,N
